Time,Isolate,Sample,Area,Count,Feret,FeretAngle,FeretX,FeretY,Label,MinFeret,Perim.,Colour,Contamination,Notes
2015-08-11 14:29:38.000000,I65V,45,180.5,1,16.78,120.9,83.23,93.19,2015-08-11-20150731DJ-45-B.tif,14.71,64.12,,,
2015-08-11 14:38:34.000000,I65V,46,164.7,1,15.56,113.5,88.32,91.29,2015-08-11-20150731DJ-46-B.tif,14.13,63.24,,,
2015-08-11 14:46:30.000000,I65V,47,183.5,1,16.82,118.8,80.91,99.87,2015-08-11-20150731DJ-47-B.tif,14.63,66.67,,,
2015-08-11 14:16:02.000000,I65V,48,180.3,1,16.16,89.39,86.16,111.4,2015-08-11-20150731DJ-48-B.tif,14.81,64.6,,,
2015-08-11 14:31:38.000000,I19A,49,201.4,1,17.8,105.4,82.16,92.59,2015-08-11-20150731DJ-49-B.tif,15.53,71.99,,,
2015-08-11 14:41:28.000000,I37A,5,81.6052,2,13.057,191.07,165.76999999999998,199.15,2015-08-11-20150731DJ-5-B.tif,11.3833,71.11,,,
2015-08-11 14:20:06.000000,I19A,50,184.5,1,16.34,94.54,86.77,94.83,2015-08-11-20150731DJ-50-B.tif,15.07,65.6,,,
2015-08-11 14:40:32.000000,I19A,51,180.2,1,16.49,6.605,83.32,104.6,2015-08-11-20150731DJ-51-B.tif,14.83,68.95,,,
2015-08-11 14:13:06.000000,I19A,52,187.8,1,17.35,131.2,79.83,96.51,2015-08-11-20150731DJ-52-B.tif,14.86,71.59,,,
2015-08-11 14:45:34.000000,I19A,53,169.1,1,15.38,70.35,86.9,111.4,2015-08-11-20150731DJ-53-B.tif,14.32,70.13,,Fungal,"Fungal contamination, appears to be Venturia."
2015-08-11 14:43:36.000000,I19A,54,166.5,1,16.27,153.6,81.12,100.0,2015-08-11-20150731DJ-54-B.tif,13.66,62.0,,,
2015-08-11 14:15:06.000000,I37A,6,79.17,1,12.03,91.03,85.82,95.6,2015-08-11-20150731DJ-6-B.tif,10.67,87.48,,,
2015-08-11 14:28:36.000000,MNH120,7,157.9,1,15.59,93.8,86.29,95.73,2015-08-11-20150731DJ-7-B.tif,13.96,63.44,,,
2015-08-11 14:35:44.000000,MNH120,8,120.7,1,13.88,102.7,87.89,95.52,2015-08-11-20150731DJ-8-B.tif,12.61,73.53,,,
2015-08-11 14:22:36.000000,MNH120,9,163.9,1,15.66,119.9,81.85,96.47,2015-08-11-20150731DJ-9-B.tif,14.42,79.03,,,
2015-08-12 15:52:50.000000,I37A,1,95.22,1,12.49,161.1,79.78,94.48,2015-08-12-20150731DJ-1-B.tif,11.38,69.75,,,
2015-08-12 15:06:58.000000,MNH120,10,185.7,1,16.63,112.2,78.79,90.78,2015-08-12-20150731DJ-10-B.tif,14.91,75.61,,,
2015-08-12 15:14:36.000000,MNH120,11,179.7,1,17.04,136.3,76.51,96.29,2015-08-12-20150731DJ-11-B.tif,14.05,71.79,,,
2015-08-12 15:53:44.000000,MNH120,12,190.9,1,19.2,116.4,69.18,88.58,2015-08-12-20150731DJ-12-B.tif,14.47,84.18,,,
2015-08-12 15:10:08.000000,I17V,13,182.8,1,16.79,111.2,78.97,93.28,2015-08-12-20150731DJ-13-B.tif,14.57,67.36,,,
2015-08-12 16:10:08.000000,I17V,14,192.8,1,16.59,151.4,80.09,96.21,2015-08-12-20150731DJ-14-B.tif,15.56,68.55,,,
2015-08-12 15:19:48.000000,I17V,15,181.1,1,16.68,113.5,76.68,98.06,2015-08-12-20150731DJ-15-B.tif,14.78,65.57,,,
2015-08-12 15:45:10.000000,I17V,16,194.6,1,16.71,129.8,75.73,94.09,2015-08-12-20150731DJ-16-B.tif,15.17,69.07,,,
2015-08-12 15:03:42.000000,I17V,17,188.4,1,17.09,110.2,82.2,92.72,2015-08-12-20150731DJ-17-B.tif,14.61,68.38,,,
2015-08-12 16:09:00.000000,I17V,18,175.9,1,16.45,93.6,90.34,89.05,2015-08-12-20150731DJ-18-B.tif,14.22,68.42,,,
2015-08-12 14:52:40.000000,USR5,19,165.7,1,16.08,115.1,78.75,92.5,2015-08-12-20150731DJ-19-B.tif,13.85,69.65,,,
2015-08-12 15:11:04.000000,I37A,2,91.73,1,11.99,1.854,77.37,98.23,2015-08-12-20150731DJ-2-B.tif,11.33,73.75,,Bacterial,Bacterial contamination at plate edge.
2015-08-12 15:47:18.000000,USR5,20,146.4,1,14.29,122.7,79.57,96.94,2015-08-12-20150731DJ-20-B.tif,13.61,56.78,,,
2015-08-12 16:03:46.000000,USR5,21,161.9,1,15.63,149.3,74.31,98.32,2015-08-12-20150731DJ-21-B.tif,13.99,59.41,,,
